Word1,Word2,Number of SMSs with co-occurences
lotr,win,1
lots,new,1
lots,people,1
lots,registered,1
lots,reply,1
lots,replys150,1
lots,start,1
lots,weekend,1
lots,welcome,1
lots,wwwcashbincouk,1
lots,wwwflirtpartyus,1
lounge,passes,1
lounge,quote,1
lounge,using,1
lounge,voucher,1
lounge,x,1
love,lover,2
love,ltd,1
love,make,1
love,meet,1
love,men,1
love,mobno,2
love,msg,2
love,msgs,1
love,name1,2
love,name2,2
love,names,2
love,netcollex,1
love,new,1
love,old,1
love,per,1
love,pix,1
love,pobox36504w45wq,2
love,qlynnbv,1
love,randy,1
love,ready,1
love,reply,2
love,satisfy,1
love,see,1
love,send,3
love,service,1
love,sex,2
love,sexy,2
love,stop,2
love,sue,1
love,talk,1
love,tarot,1
love,tell,1
love,text,3
love,textoperator,1
love,texts,1
love,today,1
love,todays,1
love,town,1
love,try,1
love,txt,2
love,txtno,2
love,txts,1
love,ur,2
love,vip,1
love,work,1
love,worlds,1
love,would,1
love,yahoo,2
love,years,1
lover,mobno,2
lover,name1,2
lover,name2,2
lover,names,2
lover,pobox36504w45wq,2
lover,send,2
lover,txt,2
lover,txtno,2
lover,ur,2
lover,yahoo,2
lowcost,prescripiton,1
lowcost,stewartsize,1
loyal,mobile,2
loyal,picked,2
loyal,randomly,2
loyal,receive,2
loyal,reward,2
loyal,waiting,2
loyal,xmas,2
loyalty,may,3
loyalty,mobile,4
loyalty,new,4
loyalty,no81151,2
loyalty,nokia6600,2
loyalty,nokia6650,2
loyalty,now4t,2
loyalty,offer,4
loyalty,offerthe,2
loyalty,optout,2
loyalty,orange,2
loyalty,pay,1
loyalty,phone,3
loyalty,sim,1
loyalty,start,2
loyalty,tc,2
loyalty,tcs,2
loyalty,tmobile,1
loyalty,txt,2
loyalty,txtauction,2
loyalty,txtauctiontxt,2
loyalty,upgrade,3
loyalty,upgrdcentre,1
loyalty,word,2
loyalty,wordstart,2
ls1,shracomorsglsuplt10,2
ls1,trav,2
ls1,trip,2
ls1,txt,2
ls1,ur,2
ls1,urgent,2
ls15hb,pobox,2
ls15hb,revealed,1
ls15hb,service,1
ls15hb,someone,2
ls15hb,u,1
ls278bb,minapn,1
ls278bb,minded,1
ls278bb,people,1
ls278bb,theres,1
ltd,luv,1
ltd,message,1
ltd,min,7
ltd,msg,2
ltd,national,5
ltd,netcollex,3
ltd,ntt,7
ltd,oja,1
ltd,per,10
ltd,phone,1
ltd,pics,1
ltd,please,2
ltd,po,8
ltd,polo,2
ltd,prebook,1
ltd,prize,2
ltd,r,1
ltd,randy,1
ltd,rate,5
ltd,ready,1
ltd,reality,2
ltd,replied,1
ltd,reply,2
ltd,rock,1
ltd,rply,1
ltd,saristar,1
ltd,sex,1
ltd,sexy,1
ltd,show,2
ltd,stop,2
ltd,stop2,1
ltd,strip,1
ltd,suite,2
ltd,take,1
ltd,tc,2
ltd,text,1
ltd,tickets,1
ltd,todays,1
ltd,tour,1
ltd,town,1
ltd,trackmarque,1
ltd,txt,1
ltd,u,1
ltd,uk,1
ltd,vip,1
ltd,w1j,2
ltd,win,1
ltd,wow,1
ltd,wwwtcbiz,2
ltd,xxx,1
ltd,yr,1
ltd150mtmsgrcvd18,mobile,1
ltd150mtmsgrcvd18,mp3,1
ltd150mtmsgrcvd18,nokia,1
ltd150mtmsgrcvd18,norcorp,1
ltd150mtmsgrcvd18,player,1
ltd150mtmsgrcvd18,proze,1
ltd150mtmsgrcvd18,reply,1
ltd150mtmsgrcvd18,win,1
ltdhelpdesk,msg,1
ltdhelpdesk,n,1
ltdhelpdesk,netcollex,1
ltdhelpdesk,per,1
ltdhelpdesk,reply,1
ltdhelpdesk,stop,1
ltdhelpdesk,strt,1
ltdhelpdesk,text,1
ltdhelpdesk,willing,1
luck,marketing,1
luck,maximum,1
luck,next,3
luck,notified,1
luck,place,1
luck,question,2
luck,removal,1
luck,reply,1
luck,round,1
luck,sang,1
luck,send,2
luck,services,2
luck,sms,1
luck,stop,2
luck,takes,1
luck,text,1
luck,thank,1
luck,txt,1
luck,uptown,1
luck,ur,2
luck,winner,1
lucky,message,1
lucky,money,1
lucky,night,1
lucky,o2,2
lucky,onto,6
lucky,orange,3
lucky,ppt150x3normal,1
lucky,prize,1
lucky,prizeawaiting,1
lucky,r,1
lucky,rate,1
lucky,surprise,5
lucky,text,1
lucky,theres,3
lucky,today,6
lucky,txt,1
lucky,uks,1
lucky,ur,2
lucky,urgent,2
lucky,user,6
lucky,uve,1
lucky,w1t1jy,1
lucky,wildest,1
lucky,winner,1
lucky,xchat,1
lucozade,lucozadecoukwrc,2
lucozade,oz,2
lucozade,packs,2
lucozade,part,2
lucozade,rally,2
lucozade,see,2
lucozade,take,2
lucozade,takes,2
lucozade,text,2
lucozade,u,2
lucozade,wrc,2
lucozadecoukwrc,oz,2
lucozadecoukwrc,packs,2
lucozadecoukwrc,part,2
lucozadecoukwrc,rally,2
lucozadecoukwrc,see,2
lucozadecoukwrc,take,2
lucozadecoukwrc,takes,2
lucozadecoukwrc,text,2
lucozadecoukwrc,u,2
lucozadecoukwrc,wrc,2
lucy,meetins,1
lucy,msg,1
lucy,pls,1
lucy,u,1
lucy,x,1
luv,make,1
luv,meet,1
luv,msg,1
luv,netcollex,1
luv,night,1
luv,nikiyu4net,1
luv,passion,1
luv,per,1
luv,phone,1
luv,randy,1
luv,replied,1
luv,reply,1
luv,set,1
luv,sexy,2
luv,stop,1
luv,term,1
luv,text,1
luv,time,2
luv,u,5
luv,u4,1
luv,wanna,2
luv,work,1
luv,xx,3
lux,please,1
lux,ppm,1
lux,sae,1
lux,sol,1
lux,tcs,1
lux,urgent,1
luxury,m227xy,1
luxury,please,2
luxury,po,1
luxury,sae,2
luxury,tcs,2
luxury,urgent,2
lyricalladie21f,no910,1
lyricalladie21f,reply,1
lyricalladie21f,see,1
lyricalladie21f,send,1
lyricalladie21f,stop,1
lyricalladie21f,wwwsmsacuhmmross,1
lyricalladie21f,yes910,1
m,many,1
m,men,1
m,need,1
m,points,9
m,private,9
m,r,1
m,ready,1
m,sexual,1
m,sexy,1
m,shows,9
m,singles,1
m,statement,9
m,text,2
m,u,1
m,unredeemed,9
m,ur,1
m,virgins,1
m,waiting,1
m,wither,1
m,xxxxxx,1
m221bp,p,2
m221bp,p399,2
m221bp,sipix,2
m221bp,warranty,2
m221bp,within,2
m227xy,please,2
m227xy,po,2
m227xy,sae,2
m227xy,tcs,1
m227xy,urgent,2
m26,min,1
m26,mobcudb,1
m26,month,1
m26,network,1
m26,next,1
m26,nowtcs,1
m26,play,1
m26,po,1
m26,pobox84,2
m26,quiz,1
m26,revealed,1
m26,service,1
m26,shy,1
m26,smart,1
m26,someone,1
m26,standard,1
m26,text,1
m26,think,1
m26,u,1
m26,upto,1
m26,ur,2
m26,week,1
m26,weekly,1
m26,win,1
m26,winnersclub,1
m26,wire3net,1
m263uz,member,2
m263uz,mobile,4
m263uz,offers,4
m263uz,pobox84,4
m263uz,savamob,4
m263uz,shop,2
m263uz,sub,2
m263uz,subs,2
m263uz,text,4
m263uz,today,4
m263uz,ur,4
m263uz,vouchers,4
m263uz,worth,4
m263uz,yes,2
m39m51,still,1
m39m51,unclaimed,1
m39m51,ur,1
m39m51,urgent,1
m6,po,2
m6,revealed,2
m6,service,2
m6,someone,2
m6,u,2
m8,meetgreet,2
m8,std,2
m8,text,2
m8,tour,2
m8,u,2
m8,wan2,2
m8,westlife,2
m8,win,2
m8s,mob,3
m8s,moons,3
m8s,need,3
m8s,nokias,3
m8s,poly,3
m8s,polys,3
m8s,profit,3
m8s,song,3
m8s,tell,3
m8s,tone,3
m8s,txt,3
m8s,ur,3
m8s,zed,3
m95,prize,2
m95,shows,2
m95,todays,2
m95,trying,2
m95,u,2
m95,urgent,2
m95,valid12hrs,2
m95,won,2
macedonia,miss,1
macedonia,national,1
macedonia,news,1
macedonia,poboxox36504w45wq,1
macedonia,scotland,1
macedonia,team,1
macedonia,trywales,1
macedonia,txt,1
macedonia,ur,1
macedonia,v,1
mad1,mad2,1
mad1,poly,1
mad1,real,1
mad1,sound,1
mad1,sounds,1
mad1,tcs,1
mad1,text,1
mad2,poly,1
mad2,real,1
mad2,sound,1
mad2,sounds,1
mad2,tcs,1
mad2,text,1
made,much,1
made,never,1
made,one,1
made,special,1
made,truly,1
made,wont,1
mailbox,matches,2
mailbox,messages,2
mailbox,messaging,2
mailbox,please,2
mailbox,retrieve,2
mailbox,sms,2
make,meet,1
make,need,1
make,new,1
make,night,1
make,nikiyu4net,1
make,please,2
make,recently,2
make,ref9280114,1
make,ref9307622,1
make,replies,1
make,reschedule,2
make,rreveal,8
make,secret,8
make,see,1
make,send,1
make,service,3
make,sexy,1
make,specialcall,8
make,sticky,1
make,stop,1
make,talk,1
make,text,1
make,thinks,8
make,time,1
make,tried,2
make,turn,1
make,txt,1
make,u,9
make,u4,1
make,ufind,8
make,unable,2
make,ur,8
make,vip,1
make,worlds,1
make,xx,1
male,mens,1
male,mjzgroup,1
male,msg150rcvd,1
male,national,2
male,oncall,1
male,peak,2
male,rate,2
male,reply,1
male,sale,2
male,spam,1
male,spjanuary,1
male,stop,3
male,texts,2
male,uks,1
man,need,1
man,otbox,1
man,real,1
man,rec,1
man,satisfy,1
man,stop,1
man,strings,1
man,txt,1
man,want,1
man,wife,1
manchester,paying,1
manchester,sept,1
manchester,since,1
manchester,tbspersolvo,1
manchester,thanks,1
manchester,us,1
mandy,prize,1
mandy,receive,1
mandy,someone,1
mandy,sullivan,1
mandy,telephone,1
mandy,transferred,1
maniac,notice,1
maniac,slower,1
maniac,youre,1
many,need,1
many,place,1
many,r,1
many,ready,1
many,requests,1
many,restrictions,1
many,ringtones,1
many,send,1
many,sexual,1
many,sir,1
many,text,1
many,txt,1
many,u,2
many,ur,1
many,virgins,1
many,wish,1
many,yr,1
margin,mins,1
margin,pass,1
margin,scores,1
margin,shot,1
margin,simple,1
margin,v,1
margin,yards,1
marketing,notified,1
marketing,reply,1
marketing,services,1
marketing,sms,1
marketing,stop,1
marketing,thank,1
marketing,winner,1
marley,nookii,1
marley,racal,1
marley,stereophonics,1
marley,strokes,1
marley,text,1
marley,themob,1
marley,wap,1
marley,win,1
married,match,1
married,matches,1
married,msg,1
married,next,1
married,phone,1
married,real,1
married,saucy,1
married,sort,1
married,stop,1
married,text,1
married,time,1
married,txt,1
married,ur,1
married,week,1
married,wiv,1
married,woman,1
married,women,1
marsms,onto,1
marsms,opt,1
marsms,reply,1
marsms,stop,1
marsms,voucher,1
marsms,wc,1
marsms,wwwb4utelecom,1
marvel,mobile,1
marvel,official,1
marvel,play,1
marvel,right,1
marvel,send,1
marvel,spider,1
marvel,spiderman,1
marvel,text,1
marvel,u,1
marvel,ultimate,1
marvel,ur,1
marvel,wallpaper,1
masked,message,1
masked,messagesim,1
masked,potential,1
masked,see,1
masked,send,1
masked,sending,1
masked,theredo,1
masked,thesmszonecom,1
mat,mob,1
mat,mobile,1
mat,new,1
mat,phone,1
mat,plus,1
mat,text,1
match,matches,1
match,msg,1
match,numbers,5
match,phone,1
match,phony,1
match,please,5
match,quoting,5
match,rates,5
match,real,1
match,receive,5
match,reward,1
match,selected,5
match,standard,5
match,stop,1
match,text,1
match,todays,5
match,txt,1
match,voda,5
match,women,1
match,xxxx,1
matched,optout,1
matched,reply,1
matched,sexy,1
matched,singles,1
matched,stop,1
matched,summer,1
matched,summers,1
matched,txt,1
matched,yr,1
matches,messages,2
matches,messaging,2
matches,msg,1
matches,number,3
matches,numbers,3
matches,phone,1
matches,please,3
matches,real,1
matches,receive,2
matches,received,1
matches,retrieve,2
matches,selected,3
matches,sms,2
matches,stop,1
matches,text,1
matches,todays,3
matches,txt,1
matches,vodafone,3
matches,women,1
mates,messagestext,1
mates,mob,5
mates,mobile,7
mates,music,5
mates,no1,7
mates,nokia,7
mates,noline,5
mates,norm,1
mates,norm150ptone,6
mates,nowuse,1
mates,ok,1
mates,play,5
mates,pobox,7
mates,polyh,2
mates,polyph,3
mates,r,5
mates,remove,1
mates,rentl,5
mates,sms,1
mates,stop,1
mates,tc,1
mates,tell,7
mates,tone,7
mates,txt,7
mates,txt250com,1
mates,txting,7
mates,txtx,1
mates,ur,12
mates,videochat,5
mates,videophones,5
mates,w4,1
mates,w45wq,6
mates,web2mobile,1
mates,week,7
mates,wid,5
mates,wwwgetzedcouk,6
mates,zed,1
matrix3,miss,3
matrix3,pass,3
matrix3,special,3
matrix3,starwars3,3
matrix3,suprman,3
matrix3,v,3
matrix3,year,3
matthew,please,1
matthew,ppm150,1
matthew,sae,1
matthew,sk38xh,1
matthew,tcs,1
matthew,tenerife,1
max10mins,pobox334,6
max10mins,sae,6
max10mins,sk38xh,6
max10mins,sol,6
max10mins,stockport,6
max10mins,tc,4
max10mins,tcs,2
max10mins,toclaim,6
max10mins,urgent,2
max10mins,ve,2
max10mins,well,2
max10mins,won,2
max6month,monthlysubscription50pmsg,1
max6month,stop,1
max6month,tcsc,1
max6month,txt,1
max6month,web,1
max6month,wwwapplausestorecom,1
max7,mobilesvary,2
max7,rgent,1
max7,tcsbcm4235wc1n3xx,2
max7,urgent,2
max7,uu,3
max7,won,3
maximize,po,3
maximize,pounds,6
maximize,quiz,1
maximize,roww1j6hl,3
maximize,send,7
maximize,tcrw1,3
maximize,ur,7
maximum,next,1
maximum,round,1
maximum,send,1
may,msg,1
may,offer,2
may,opt,1
may,optout,2
may,orange,2
may,pay,1
may,phone,3
may,pounds,1
may,psychic,1
may,questionstd,2
may,r,1
may,ratetcs,2
may,receive,2
may,records,1
may,reply,2
may,sim,1
may,skills,1
may,sms,1
may,stop,1
may,strong,1
may,tcs,2
may,text,3
may,tkts,2
may,tmobile,1
may,txt,2
may,u,1
may,upgrade,3
may,upgrdcentre,1
may,ur,1
may,win,2
may,wkly,2
may,wquestion,1
may,yes,1
maybe,msg,1
maybe,number,1
maybe,pounds,1
maybe,records,1
maybe,reply,1
maybe,stop,1
maybe,think,1
maybe,txt,1
maybe,u,2
maybe,ur,1
maybe,wat,1
maybe,won,1
meal,next,1
meal,pc,1
meal,us,1
meal,use,1
meal,voucher,1
med,mre,1
med,msgticketkioskvalid,1
med,offers,1
med,po,2
med,popcornjust,1
med,quiz,2
med,reply,1
med,saturday,2
med,self,2
med,send,2
med,show,1
med,sony,1
med,stamped,2
med,starts,2
med,stop,2
med,sunshine,2
med,swat,1
med,tc,1
med,uk,2
med,unsub,2
med,ur,2
med,us,2
med,village,1
med,warner,1
med,wicklow,2
med,wkend,1
meet,msg,1
meet,name,1
meet,new,1
meet,partner,1
meet,pence,1
meet,phone,1
meet,place,2
meet,recdthirtyeight,1
meet,reply,1
meet,sam,1
meet,see,1
meet,service,1
meet,set,1
meet,sexy,2
meet,sign,1
meet,singles,2
meet,someone,1
meet,soon,1
meet,star,1
meet,start,1
meet,talk,1
meet,text,2
meet,today,1
meet,town,2
meet,txt,3
meet,u,3
meet,uk,2
meet,ur,1
meet,vip,1
meet,wanna,1
meet,worlds,1
meet,xx,1
meet,yes,2
meetgreet,std,2
meetgreet,text,2
meetgreet,tour,2
meetgreet,u,2
meetgreet,wan2,2
meetgreet,westlife,2
meetgreet,win,2
meetins,msg,1
meetins,pls,1
meetins,u,1
meetins,x,1
mega,mins,1
mega,o,1
mega,sed,1
mega,servs,1
mega,shit,1
mega,want,1
mega,yes,1
member,mobile,5
member,offer,2
member,offers,5
member,pobox,1
member,pobox84,2
member,reply,2
member,savamob,5
member,sub,2
member,subs,2
member,text,4
member,today,2
member,todays,2
member,unsub,2
member,ur,4
member,vouchers,4
member,weeks,1
member,worth,4
member,x,2
member,yes,4
members,nasdaq,2
members,new,1
members,next,1
members,open,1
members,per,2
members,pick,2
members,selection,1
members,sent,1
members,strongbuy,2
members,symbol,2
members,themobyo,1
members,ur,1
members,yo,1
members,yohere,1
membership,pobox,2
membership,prize,2
membership,tc,2
membership,txt,2
membership,urgent,2
membership,week,2
membership,won,2
membership,word,2
membership,wwwdbuknet,2
men,msg,1
men,pix,1
men,qlynnbv,1
men,randy,1
men,reply,1
men,satisfy,1
men,send,1
men,sexy,1
men,singles,1
men,stop,1
men,text,1
men,txts,1
men,waiting,1
men,wither,1
mens,mjzgroup,1
mens,msg150rcvd,1
mens,oncall,1
mens,reply,1
mens,spam,1
mens,stop,1
mens,uks,1
menu,mobile,1
menu,msg,1
menu,order,1
menu,receive,1
menu,service,1
menu,tv,1
menu,u,1
menu,ur,1
menu,wap,1
menu,way,1
message,messages,3
message,messagesim,1
message,missed,1
message,mob,3
message,mobile,1
message,msg,1
message,msgs150p,2
message,new,7
message,next,2
message,nokia,1
message,numbers,1
message,o2,1
message,offer,1
message,onto,1
message,order,1
message,per,2
message,phone,1
message,pic,2
message,please,7
message,plus,3
message,potential,1
message,quality,1
message,reply,3
message,replying,2
message,right,1
message,ringtone,2
message,sara,1
message,see,1
message,send,1
message,sending,1
message,service,3
message,sex,2
message,show,1
message,singles,1
message,smithswitch,1
message,spook,3
message,sppok,1
message,stop,2
message,surprise,1
message,terms,2
message,text,2
message,theredo,1
message,thesmszonecom,1
message,today,1
message,tone,4
message,tones,1
message,top,1
message,totally,1
message,txt,4
message,uk,1
message,unsubscribe,2
message,ur,2
message,urgent,5
message,use,1
message,user,1
message,visit,2
message,wait,2
message,waiting,6
message,wap,1
message,week,2
message,welcome,2
message,word,2
message,www07781482378com,2
message,xxxmobilemovieclub,1
message,xxxmobilemovieclubcomnqjkgighjjgcbl,1
message,zed,2
messages,messaging,2
messages,months,1
messages,new,1
messages,news,1
messages,orange,1
messages,phone,1
messages,photo,1
messages,please,2
messages,plus,1
messages,price,1
messages,rental,1
messages,reply,2
messages,replying,2
messages,retrieve,2
messages,rp176781,1
messages,services,1
messages,sms,2
messages,sport,1
messages,stop,1
messages,tcs,1
messages,terms,3
messages,text,5
messages,texts,1
messages,txt,1
messages,u,1
messages,valid,1
messages,video,1
messages,visit,2
messages,waiting,1
messages,want,1
messages,word,3
messages,www07781482378com,2
messages,www80488biz,1
messages,wwworangecoukow,1
messages,wwwregalportfoliocouk,1
messages,xmas,1
messages,yes,1
messagesim,potential,1
messagesim,see,1
messagesim,send,1
messagesim,sending,1
messagesim,theredo,1
messagesim,thesmszonecom,1
messagestext,nowuse,1
messagestext,ok,1
messagestext,remove,1
messagestext,sms,1
messagestext,stop,1
messagestext,tc,1
messagestext,txt250com,1
messagestext,txtx,1
messagestext,ur,1
messagestext,web2mobile,1
messagethanks,service,1
messagethanks,skip,1
messagethanks,stop,1
messagethanks,subscription,1
messagethanks,txt,1
messagethanks,unsubscribe,1
messagethanks,using,1
messaging,please,2
messaging,retrieve,2
messaging,sms,2
met,msg,1
met,new,1
met,please,1
met,promised,1
met,reply,1
met,u,1
met,ur,1
met,wiv,1
met,x,1
met,yet,1
mf,mins,1
mf,ntwk,1
mf,phones,1
mf,price,1
mf,txt,1
mfl,mix,1
mfl,mytonecomenjoy,1
mfl,replying,1
mfl,see,1
mfl,stop,1
mfl,terms,1
mfl,tones,1
mgs,msg,1
mgs,send,1
mgs,stop,1
mgs,ukmobiledate,1
mgs,welcome,1
mid,played,2
mid,player,2
mid,q,2
mid,quiz,2
mid,sony,2
mid,sptyrone,2
mid,sunshine,2
mid,top,2
mid,txt,2
mid,u,2
mid,week,2
mid,win,2
mid,wkly,2
midnight,order,1
midnight,place,1
midnight,tomorrow,1
mila,mtalk,2
mila,new,2
mila,sex,2
mila,text,2
mila,u,2
mila,uk,2
min,mob,1
min,mobcudb,1
min,month,1
min,national,5
min,network,1
min,next,1
min,ntt,7
min,offer,1
min,office,1
min,one,1
min,opt,1
min,optout,1
min,package,1
min,per,11
min,planettalkinstantcom,1
min,play,1
min,player,1
min,pls,1
min,po,7
min,pobox84,1
min,pound,3
min,privacy,1
min,prize,3
min,rate,5
min,reality,2
min,reply,1
min,request,1
min,resubmit,1
min,right,1
min,show,2
min,sic,1
min,sorry,1
min,standard,1
min,stop,1
min,term,1
min,text,1
min,themob,1
min,time,3
min,total,1
min,tried,3
min,ts,1
min,u,4
min,unsubscribe,1
min,upto,1
min,ur,1
min,uve,1
min,weeks,1
min,wins,1
min,wire3net,1
min,won,3
min,yet,1
minapn,minded,1
minapn,people,1
minapn,theres,1
mind,o2fwd,2
mind,reply,2
mind,things,2
mind,true,2
mind,truly,2
mind,txts,2
mind,wont,2
minded,people,1
minded,theres,1
mini,opt,1
mini,ph08704050406,1
mini,prize,1
mini,quizclub,1
mini,reply,1
mini,snap,1
mini,sprwm,1
mini,stop,1
mins,mnths,2
mins,mob,1
mins,mobile,4
mins,mobiles,2
mins,mobileupd8,13
mins,months,1
mins,motorola,9
mins,mths,2
mins,network,10
mins,networks,2
mins,new,11
mins,nokia,8
mins,ntwk,3
mins,o,1
mins,offer,9
mins,offers,2
mins,or2optouthv9d,1
mins,orange,13
mins,pass,1
mins,pdatenow,1
mins,per,4
mins,phone,7
mins,phone750,1
mins,phones,7
mins,pounds,3
mins,price,11
mins,provided,1
mins,re,7
mins,records,2
mins,remove,2
mins,rental,7
mins,reply,15
mins,sat,1
mins,scores,1
mins,sed,1
mins,service,1
mins,servs,1
mins,shit,1
mins,shot,1
mins,simple,1
mins,sms,2
mins,sony,2
mins,sonyericsson,5
mins,stop,1
mins,tariffs,6
mins,tcs,2
mins,text,11
mins,textand,1
mins,thurs,1
mins,time,1
mins,tomorrow,6
mins,tried,7
mins,txt,7
mins,txts,7
mins,u,1
mins,unlimited,5
mins,updatenow,1
mins,ur,1
mins,use,1
mins,v,1
mins,vary,1
mins,video,17
mins,want,9
mins,wed,1
mins,week,4
mins,xmas,2
mins,yards,1
mins,yes,3
mins100txtmth,mobileupd8,1
mins100txtmth,motorola,1
mins100txtmth,nokia,1
mins100txtmth,upto,1
mins100txtmth,xnet,1
minstexts,mobile,1
minstexts,mths,1
minstexts,number,1
minstexts,phones,1
minstexts,text,1
minstexts,update,1
minstexts,ur,1
minstexts,yes,1
minute,now1,1
minute,number,2
minute,pence,2
minute,per,7
minute,pound,1
minute,prepayment,2
minute,prize,5
minute,thanks,3
minute,time,2
minute,tried,2
minute,u,5
minute,via,2
minute,won,5
minute,wwwtelediscountcouk,1
minute,xmas,3
minutes,mobile,5
minutes,new,5
minutes,nokia,5
minutes,phone,5
minutes,reply,5
minutes,text,2
minutes,texts,3
minutes,tomorrow,2
minutes,want,5
miss,national,1
miss,news,1
miss,pass,3
miss,pic,2
miss,pics,2
miss,poboxox36504w45wq,1
miss,pocketbabecouk,2
miss,rate,1
miss,saucy,2
miss,scallies,1
miss,scotland,1
miss,sexy,2
miss,skins,1
miss,special,3
miss,st,2
miss,starwars3,3
miss,stop,1
miss,suprman,3
miss,team,1
miss,texts,1
miss,trywales,1
miss,twinks,1
miss,txt,1
miss,ur,1
miss,v,4
miss,weekends,1
miss,wk,2
miss,year,3
missed,numbers,1
missed,sorry,1
missed,talk,1
missed,time,1
missing,night,1
missing,r,1
missing,saturday,1
missing,smashed,1
missing,sp,1
missing,stop,1
missing,text,1
missing,u,1
missing,visionsmscom,1
missing,weekend,1
mistake,mobile,1
mistake,msgwe,1
mistake,number,1
mistake,refundedthis,1
mistake,shortcode,1
mix,mytonecomenjoy,1
mix,password,2
mix,replying,1
mix,ringtone,2
mix,see,1
mix,simply,2
mix,stop,1
mix,terms,1
mix,text,2
mix,tones,1
mix,usher,2
mix,verify,2
mix,waiting,2
mjzgroup,msg150rcvd,1
mjzgroup,oncall,1
mjzgroup,reply,1
mjzgroup,spam,1
mjzgroup,stop,1
mjzgroup,uks,1
mk45,po,1
mk45,ringtone,1
mk45,service,1
mk45,stop,1
mk45,txt,1
mk45,ur,1
mmsto,purchase,1
mmsto,send,1
mmsto,thanks,1
mmsto,think,1
mmsto,video,1
mmsto,youve,1
mnths,mobile,2
mnths,motorola,2
mnths,nokia,2
mnths,orange,2
mnths,records,2
mnths,remove,2
mnths,tariffs,2
mnths,text,2
mnths,yes,2
moan,mob,1
moan,network,1
moan,real,1
moan,sent,1
moan,tonight,1
moan,txting,1
moan,uks,1
moan,ur,1
moan,want,1
mob,mobile,1
mob,moons,3
mob,need,3
mob,network,2
mob,new,2
mob,no1,5
mob,nok,2
mob,nokia,8
mob,nokias,3
mob,norm,1
mob,norm150ptone,4
mob,nt,1
mob,offer,1
mob,package,1
mob,per,2
mob,phone,2
mob,pic,2
mob,pleased,3
mob,pls,1
mob,plus,4
mob,pobox,5
mob,poly,3
mob,polyphonic,2
mob,polys,3
mob,prize,3
mob,profit,3
mob,provided,1
mob,pt2,2
mob,real,2
mob,recent,3
mob,reply,5
mob,request,1
mob,resubmit,1
mob,review,3
mob,see,1
mob,send,1
mob,sent,2
mob,service,2
mob,sex,1
mob,sexiest,1
mob,song,3
mob,sorry,1
mob,spook,3
mob,sppok,1
mob,stop,2
mob,tell,12
mob,term,1
mob,text,2
mob,themob,1
mob,tone,15
mob,tonight,2
mob,txt,15
mob,txtin,4
mob,txting,7
mob,u,2
mob,uks,2
mob,unsubscribe,1
mob,ur,17
mob,use,1
mob,valued,3
mob,vary,1
mob,video,1
mob,w4,1
mob,w45wq,4
mob,want,2
mob,week,9
mob,weeks,1
mob,wwwgetzedcouk,4
mob,yet,1
mob,zed,6
mobcudb,month,1
mobcudb,network,1
mobcudb,next,1
mobcudb,pobox84,1
mobcudb,standard,1
mobcudb,upto,1
mobcudb,ur,1
mobcudb,wire3net,1
mobile,mobiles,4
mobile,months,2
mobile,motorola,2
mobile,movie,1
mobile,mp3,1
mobile,mr,2
mobile,msg,4
mobile,msgs,1
mobile,msgwe,1
mobile,mths,2
mobile,music,6
mobile,name,2
mobile,national,1
mobile,network,3
mobile,new,13
mobile,newest,1
mobile,news,2
mobile,no1,2
mobile,no81151,2
mobile,nokia,11
mobile,nokia6600,2
mobile,nokia6650,2
mobile,noline,5
mobile,norcorp,1
mobile,norm,1
mobile,norm150ptone,2
mobile,now4t,2
mobile,nownyt,1
mobile,nowsavamobmember,1
mobile,ntt,2
mobile,number,19
mobile,nyt,1
mobile,o2,1
mobile,offer,4
mobile,offers,8
mobile,offerthe,2
mobile,official,5
mobile,ok,1
mobile,opt,1
mobile,optout,5
mobile,orange,3
mobile,oranges,2
mobile,order,7
mobile,ordered,1
mobile,orno,1
mobile,park,1
mobile,part,1
mobile,partner,1
mobile,per,3
mobile,perfect,1
mobile,personal,2
mobile,phone,8
mobile,phones,2
mobile,pic,1
mobile,picked,2
mobile,pics,1
mobile,play,6
mobile,player,3
mobile,please,7
mobile,pls,2
mobile,plus,2
mobile,po,3
mobile,pobox,3
mobile,pobox75ldns7,1
mobile,pobox84,4
mobile,pocketbabecouk,1
mobile,poly,4
mobile,polyh,2
mobile,polyph,3
mobile,polys,1
mobile,polytruepixringtonesgames,1
mobile,porn,1
mobile,previous,1
mobile,prize,20
mobile,prizes,2
mobile,prompts,2
mobile,proze,1
mobile,quality,2
mobile,queries,1
mobile,r,7
mobile,r836,1
mobile,randomly,2
mobile,rate,1
mobile,rcvd,2
mobile,re,3
mobile,reach,5
mobile,real,2
mobile,receive,5
mobile,received,1
mobile,records,2
mobile,ref,2
mobile,reference,3
mobile,refundedthis,1
mobile,remove,3
mobile,rentl,5
mobile,repeat,1
mobile,reply,14
mobile,replying,1
mobile,resent,1
mobile,reward,2
mobile,right,1
mobile,ring,1
mobile,ringtone,12
mobile,ripped,1
mobile,rodger,1
mobile,savamob,7
mobile,save,1
mobile,season,1
mobile,select,1
mobile,selected,2
mobile,selection,1
mobile,send,6
mobile,sent,2
mobile,service,8
mobile,services,5
mobile,sex,1
mobile,sexy,1
mobile,shop,4
mobile,shortcode,1
mobile,shortly,1
mobile,sing,1
mobile,singles,1
mobile,six,1
mobile,sms,3
mobile,someone,1
